input_token,a,adjusts,an,and,applies,attention,be,between,bias,by,can,change,chosen,collection,conditions,corpus,create,data,descent,determines,does,during,embedding,emphasizes,error,fact,fit,from,function,functions,gradient,gradients,has,helps,improvement,in,inference,input,inputs,instruct,intent,is,itself,know,language,large,learn,learned,likelihood,maps,mathematical,meaning,mechanism,method,minimization,model,network,neural,next,no,nonlinear,not,number,numeric,of,offset,on,one,optimization,output,outputs,over,parameter,parameters,part,patterns,people,predicted,prediction,predictor,predicts,probabilities,probability,produces,prompt,reason,reduces,relevant,repeated,represents,scales,shifts,slows,statistical,stops,sum,sums,text,the,to,token,tokens,trained,training,truth,understand,understanding,unit,updated,updates,using,vector,weight,weighted,weighting,what,when,word,zero
likelihood,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
maps,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
mathematical,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
meaning,-0.0688,-0.0688,4.0413,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,4.0094,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688,-0.0688
mechanism,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
method,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
minimization,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
model,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,3.2444,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,4.7938,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,3.2746,-0.2298,-0.2298,-0.2298,-0.2298,4.6305,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,3.2594,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,3.2976,-0.2298,-0.2298,3.2370,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298,-0.2298
network,-0.0811,-0.0811,-0.0811,-0.0811,4.0708,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,5.4126,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811,-0.0811
neural,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,6.8356,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579,-0.0579
next,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
no,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
nonlinear,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
not,3.2470,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,3.2232,-0.2022,-0.2022,-0.2022,-0.2022,3.2114,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,3.2351,-0.2022,-0.2022,-0.2022,3.2713,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,3.2591,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,3.1998,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022,-0.2022
number,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
numeric,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,3.6487,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,3.6295,3.5919,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,3.6105,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259,-0.1259
of,3.8200,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,4.9949,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092,3.8551,-0.1092,-0.1092,-0.1092,-0.1092,-0.1092
offset,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
on,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,4.3550,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369,-0.0369
